initials,todays_date,mouse_id,sex,strain,genotype,bd,sac_date,disposition_notes,treatment,date_of_first_treatment,treatment_duration,injection_date,virus_1,virus_2,virus_3,evidence_of_tumor,date_tumor_reported,dox_tx,tissue_collected,zinc_fixed,formalin_fixed,parafin_block_number_s,slide_number_s,h_e,gross_visualization_of_lung_nodules,age_at_sac,drug_treatment,reason_for_sac,start_of_treatment,treatment_length,rcas_injection,injection_route,age_at_tumor_onset,todays_date_original,sac_date_original,injection_date_original,date_tumor_reported_original
ZL,2021-02-01,25504,M,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,2021-01-02,2021-02-01,"Large head tumor growing over skull; Brain looked normal, tumor frozen, cell line formed (t1) and rest formalin fixed",,,,2020-10-14,RCAS Cre-U6sgRNA-ex2-NF1,,,yes,2021-01-29,,Brain,No,"normal brain, small growth found on spine (T2), head tumor T1",HCI-20-25504,,yes,No,30,,,,,,,,44228,44228,44118,44225
ZL,2021-02-01,25598,M,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,2020-12-09,2021-02-01,"swollen head, very sick (skinny and hunched over); Brain was completely hollow and extremely swollen full of clear liquid and blood. Harvested all in one piece. No sign of tumor.",,,,2020-12-10,RCAS Cre-U6sgRNA-ex2-NF1,,,No,2021-01-27,,Brain,No,full brain,HCI-20-25598,,yes,No,54,,,,,,,,44228,44228,44175,44223
ZL,2021-02-01,25587,M,All Alleles,All Alleles,2020-12-07,2021-01-29,T1: R-shoulder; Reason for sac: tumor size; Brain not collected; All organs appeared normal; Cell line started; T1: 2 cryogenic samples; Blood taken,FAKi,,,2020-12-09,RCAS myrAkt1,RCAS Cre,,Yes (1),,,"T1, B, L",No,"T1, B, L",,,,No,53,,,,,,,,44228,44225,44174,
ZL,2021-02-01,25589,M,All Alleles,All Alleles,2020-12-07,2021-01-29,T1: R-head/ear; Reason for sac: tumor size; Skull intact; All organs appeared normal; cell line started; T1: 2 cryogenic samples; Blood taken,FAKi,,,2020-12-09,RCAS myrAkt1,RCAS Cre,,Yes (1),,,"T1, B, L",No,"T1, B, L",,,,No,53,,,,,,,,44228,44225,44174,
RH,2021-01-27,25025-00,F,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,2020-10-13,2021-01-27,"lethargic, domed head, hunched back; brain looked hollow, fixed the entire brain just incase it was a rare brain tumor. Brainstem/spinal chord looked enlarged. Not a big enough tumor to justify fixing and freezing a portion, so I just trypsinized it for a cell line.",,,,2020-10-14,RCAS Cre-U6sgRNA-ex2-NF1,,,Yes,2021-01-21,,"Brain, spinal cord/brain stem",No,full brain,HCI-20-25025,,yes,No,106,,,,,,,,44223,44223,44118,44217
RH,2021-01-27,25786-11,M,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,2020-12-29,2021-01-27,"found dead, domed head noticed day before; brain looked hollow. This is a Cre injection, so tumor is not expected. This is probably just hydrocephalus as a result of injection",,,,2020-12-30,RCAS Cre,,,Yes,2021-01-26,,Brain,No,full brain,HCI-20-25786-11,,yes,No,29,,,,,,,,44223,44223,44195,44222
DK,2021-01-27,25526,F,All Alleles,All Alleles,2020-12-03,2021-01-27,T1: R-shoulder; Reason for sac: tumor size; Skull intact; All organs appeared normal; T1: Sample for flow cytometry; T1: 2 cryogenic samples; Blood taken,FAKi,,,2020-12-04,RCAS myrAkt1,RCAS Cre,,Yes (1),,,"T1, B, L",No,"T1, B, L",,,,Yes,55,,,,,,,,44223,44223,44169,
CS,2021-01-26,25523,M,All Alleles,All Alleles,2020-12-03,2021-01-14,T1 -- L - shoulder; Reason for sac: tumor size; Skull intact; All organs appeared normal; T1 taken for Flow Cytometry,,,,2020-12-04,RCAS myrAkt1,RCAS Cre,,Yes (1),,,"T1, B, L",No,"T1, B, L",,,,Yes,42,,,,,,,,44222,44210,44169,
DK,2021-01-22,25530,M,All Alleles,All Alleles,2020-12-03,2021-01-22,Reason for sac: tumor size; T1: R-neck; Skull intact; All organs appeared normal; T1: Cryogenic tube (2 samples); T1: Flow tube; Blood collected,FAKi (PF-573228),,,2020-12-04,RCAS myrAkt1,RCAS Cre,,Yes (1),,,"T1, B, L",No,"T1, B, L",,,,No,50,,,,,,,,44218,44218,44169,
RH,2021-01-20,25310-30,M,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,2020-11-10,2021-01-20,"hunched over, scabs on tail, animal care staff required it be sacked; brain appeared deflated",,,,2020-11-11,RCAS Cre,,,No,,,B,No,B,,,,No,71,,,,,,,,44216,44216,44146,
CS,2021-01-20,25366,M,All Alleles,All Alleles,2020-11-17,2021-01-20,T1 -- Upper-mid-back; Normal behavior; Reason for sac: tumor size; Skull intact; All organs appeared normal; T1: Cryogenic (2 samples); T1: Flow cytometry sample; T1: cell line attempted; Blood collected,FAKi (PF-573228),,,2020-11-20,RCAS myrAkt1,RCAS Cre,,Yes (1),,,"T1, B, L",No,"T1, B, L",,,,No,64,,,,,,,,44216,44216,44155,
DK,2021-01-20,25527,F,All Alleles,All Alleles,2020-12-03,2021-01-20,Reason for sac: tumor size; T1: R-neck; Skull intact; All organs appeared normal; T1: Cryogenic tube (2 samples); T1: Flow tube; T1: Cell line; Blood collected,FAKi (PF-573228),,,2020-12-04,RCAS myrAkt1,RCAS Cre,,Yes (1),,,"T1, B, L",No,"T1, B, L",,,,No,48,,,,,,,,44216,44216,44169,
DK,2021-01-20,25531,M,All Alleles,All Alleles,2020-12-03,2021-01-20,Reason for sac: tumor size; T1: R-neck; Skull intact; All organs appeared normal; T1: Cryogenic tube (2 samples); T1: Flow tube; T1: Cell line; Blood collected,FAKi (PF-573228),,,2020-12-04,RCAS myrAkt1,RCAS Cre,,Yes (1),,,"T1, B, L",No,"T1, B, L",,,,No,48,,,,,,,,44216,44216,44169,
DK,2021-01-18,25529,F,All Alleles,All Alleles,2020-12-03,2021-01-18,"Reason for sac: illness (shallow, rapid breathing); Tumor-bearing (small, right-neck); Skull intact; All organs appeared normal, except lungs (large nodules); Not enough tumor for anything but formalin",FAKi (PF-573228),,,2020-12-04,RCAS myrAkt1,RCAS Cre,,Yes (1),,,"T1, B, L",No,"T1, B, L",,,,Yes,46,,,,,,,,44214,44214,44169,
DK,2021-01-14,25362,F,All Alleles,All Alleles,2020-11-17,2021-01-14,T1 -- Upper-mid-back; Normal behavior; Reason for sac: tumor size; Skull intact; All organs appeared normal; T1: Cryogenic (2 samples); T1: Flow cytometry sample; T1: cell line attempted,FAKi (PF-573228),,,2020-11-20,RCAS myrAkt1,RCAS Cre,,Yes (1),,,"T1, B, L",No,"T1, B, L",,,,No,58,,,,,,,,44210,44210,44155,
DK,2021-01-14,25525,F,All Alleles,All Alleles,2020-12-03,2021-01-14,T1 -- R- throat; Reason for sac: tumor constricting throat/breathing; Skull intact; All organs appeared normal; T1: Cryogenic (2 samples); T1 not large enough to take sample for flow cytometry; T1: cell line attempted; Book taken,FAKi (PF-573228),,,2020-12-04,RCAS myrAkt1,RCAS Cre,,Yes (1),,,"T1, B, L",No,"T1, B, L",,,,No,42,,,,,,,,44210,44210,44169,
GP,2021-01-05,25291,M,All Alleles,All Alleles,2020-11-10,2020-12-21,T1 - left eye; Reason for sac: tumor burden; Normal behavior.; Skull intact; All organs appeared normal.,,,,2020-11-12,RCAS myrAkt1,RCAS Cre,,Yes (1),,,"T1, B, L",No,"T1, B, L",,,,No,41,,,,,,,,44201,44186,44147,
GP,2021-01-05,25292,M,All Alleles,All Alleles,2020-11-10,2021-01-05,T1 - neck extending to right ear; T2 - left ear; Reason for sac: tumor size; Normal behavior; Skull intact; All organs appeared normal,,,,2020-11-12,RCAS myrAkt1,RCAS Cre,,Yes (2),,,"T1, T2, B, L",No,"T1, T2, B, L",,,,No,56,,,,,,,,44201,44201,44147,
RH,2021-01-04,24429-00,F,OligoNation D,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; CIC f/f,2020-08-07,2021-01-04,Reason for sac: Experimental endpoint; Normal behavior,,,,2020-08-08,RCAS Cre,RCAS IDH1R132H-HA,RCAN Ex15 sgRNA FUBP1,No,,,B,No,B,HCI-20-24429,,,No,150,,,,,,,,44200,44200,44051,
RH,2021-01-04,24430-01,F,OligoNation D,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; CIC f/f,2020-08-07,2021-01-04,Reason for sac: Experimental endpoint; Normal behavior,,,,2020-08-08,RCAS Cre,RCAS IDH1R132H-HA,RCAN Ex15 sgRNA FUBP1,No,,,B,No,B,HCI-20-24430,,,No,150,,,,,,,,44200,44200,44051,
RH,2021-01-04,24431-03,F,OligoNation D,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; CIC f/f,2020-08-07,2021-01-04,Reason for sac: Experimental endpoint; Normal behavior,,,,2020-08-08,RCAS Cre,RCAS IDH1R132H-HA,RCAN Ex15 sgRNA FUBP1,No,,,B,No,B,HCI-20-24431,,,No,150,,,,,,,,44200,44200,44051,
RH,2021-01-04,24432-00,M,OligoNation D,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; CIC f/f,2020-08-07,2021-01-04,Reason for sac: Experimental endpoint; Normal behavior,,,,2020-08-08,RCAS Cre,RCAS IDH1R132H-HA,RCAN Ex15 sgRNA FUBP1,No,,,B,No,B,HCI-20-24432,,,No,150,,,,,,,,44200,44200,44051,
RH,2021-01-04,24433-01,M,OligoNation D,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; CIC f/f,2020-08-07,2021-01-04,Reason for sac: Experimental endpoint; Normal behavior,,,,2020-08-08,RCAS Cre,RCAS IDH1R132H-HA,RCAN Ex15 sgRNA FUBP1,No,,,B,No,B,HCI-20-24433,,,No,150,,,,,,,,44200,44200,44051,
RH,2021-01-04,24434-03,M,OligoNation D,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; CIC f/f,2020-08-07,2021-01-04,Reason for sac: Experimental endpoint; Normal behavior,,,,2020-08-08,RCAS Cre,RCAS IDH1R132H-HA,RCAN Ex15 sgRNA FUBP1,No,,,B,No,B,HCI-20-24434,,,No,150,,,,,,,,44200,44200,44051,
RH,2021-01-04,24436-30,M,OligoNation D,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; CIC f/f,2020-08-07,2021-01-04,Reason for sac: Experimental endpoint; Normal behavior,,,,2020-08-08,RCAS Cre,RCAS IDH1R132H-HA,RCAN Ex15 sgRNA FUBP1,No,,,B,No,B,HCI-20-24436,,,No,150,,,,,,,,44200,44200,44051,
RH,2021-01-04,24437-11,M,OligoNation D,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; CIC f/f,2020-08-07,2021-01-04,Reason for sac: Experimental endpoint; Normal behavior,,,,2020-08-08,RCAS Cre,RCAS IDH1R132H-HA,RCAN Ex15 sgRNA FUBP1,No,,,B,No,B,HCI-20-24437,,,No,150,,,,,,,,44200,44200,44051,
RE,2021-01-03,28204-00,M,N-TVA::Ptenf/f;Atrxf/f;Cas9f/f;Inkf/f,N-TVA::Ptenf/f;Atrxf/f;Cas9f/f;Inkf/f,2021-10-12,2022-01-03,"Red, Sunken Eyes; Head bulge; Red, sunken eyes, head bulge, soft skull, fat on heart, no obs. Tumor, possible blood clot on liver",,,,2021-10-14,RCAS Cre-U6sgRNA-ex2-NF1 (10/13/21 RH),,,N,,,"Brain, Lungs, Liver",No,"Brain, Lungs, Liver",,,,,83,,,,,,,,44199,44564,44483,
RE,2021-01-03,28204-00,M,N-TVA::Ptenf/f;Atrxf/f;Cas9f/f;Inkf/f,N-TVA::Ptenf/f;Atrxf/f;Cas9f/f;Inkf/f,2021-10-12,2022-01-03,"Complete Lower Paralysis; Swollen Cheeks; Large back hump; Complete lower paralysis, swollen cheeks, large hump on the back, thin skull, possible blood clot on the liver",,,,2021-10-14,RCAS Cre-U6sgRNA-ex2-NF1 (10/13/21 RH),,,N,,,"Brain, Lungs, Liver",No,"Brain, Lungs, Liver",,,,,83,,,,,,,,44199,44564,44483,
DK,2021-01-01,25128,F,All Alleles,All Alleles,2020-10-24,2021-01-01,T1 -- R-shoulder; T2 -- Mid-back; Reason for sac: tumor size; Normal behavior; Skull intact; All organs appeared normal; T1: Sample taken for flow cytometry; T1: Cryogenic (2 samples); Book taken,BRAFi (LGX818) + MEKi (MEK162) + FAKi (PF-573228),,,2020-10-26,RCAS myrAkt1,RCAS Cre,,Yes (2),,,"T1, T2, B, L",No,"T1, T2, B, L",,,,No,69,,,,,,,,44197,44197,44130,
DK,2020-12-25,25129,F,All Alleles,All Alleles,2020-10-24,2020-12-25,T1 -- R-shoulder; Reason for sac: tumor size; Normal behavior; Skull intact; All organs appeared normal; T1: Sample taken for flow cytometry; T1: Cryogenic (2 samples),FAKi (PF-573228),,,2020-10-26,RCAS myrAkt1,RCAS Cre,,Yes (1),,,"T1, B, L",No,"T1, B, L",,,,No,62,,,,,,,,44190,44190,44130,
RH,2020-12-23,24318-00,M,OligoNation D,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; CIC f/f,2020-07-25,2020-12-23,Reason for sac: Experimental endpoint; Normal behavior,,,,2020-07-28,RCAS Cre,RCAS IDH1R132H-HA,RCAN Ex15 sgRNA FUBP1,No,,,B,No,B,HCI-20-24318,,,No,151,,,,,,,,44188,44188,44040,
RH,2020-12-23,24319-01,M,OligoNation D,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; CIC f/f,2020-07-25,2020-12-23,Reason for sac: Experimental endpoint; Normal behavior,,,,2020-07-28,RCAS Cre,RCAS IDH1R132H-HA,RCAN Ex15 sgRNA FUBP1,No,,,B,No,B,HCI-20-24319,,,No,151,,,,,,,,44188,44188,44040,
RH,2020-12-23,24320-03,M,OligoNation D,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; CIC f/f,2020-07-25,2020-12-23,Reason for sac: Experimental endpoint; Normal behavior,,,,2020-07-28,RCAS Cre,RCAS IDH1R132H-HA,RCAN Ex15 sgRNA FUBP1,No,,,B,No,B,HCI-20-24320,,,No,151,,,,,,,,44188,44188,44040,
RH,2020-12-23,24321-10,M,OligoNation D,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; CIC f/f,2020-07-25,2020-12-23,Reason for sac: Experimental endpoint; Normal behavior,,,,2020-07-28,RCAS Cre,RCAS IDH1R132H-HA,RCAN Ex15 sgRNA FUBP1,No,,,B,No,B,HCI-20-24321,,,No,151,,,,,,,,44188,44188,44040,
DK,2020-12-21,24859,M,All Alleles,All Alleles,2020-09-25,2020-12-21,T1 -- R-neck; Reason for sac: tumor ulceration; Normal behavior; Skull intact; All organs appeared normal; T1: Sample taken for flow cytometry; T1: Cell line attempted; T1: Cryogenic (2 samples); Blood taken,BRAFi (Encorafenib) + MEKi (Binimetinib) + FAKi (PF-573228),,,2020-09-27,RCAS myrAkt1,RCAS Cre,,Yes (1),,,"T1, B, L",No,"T1, B, L",,,,No,87,,,,,,,,44186,44186,44101,
DK,2020-12-18,25132,M,All Alleles,All Alleles,2020-10-24,2020-12-18,T1 -- R-shoulder; Reason for sac: tumor size; Normal behavior; Skull intact; All organs appeared normal; T1: Sample taken for flow cytometry; T1: Cell line attempted; T1: Cryogenic (2 samples); Blood taken,FAKi (PF-573228),,,2020-10-26,RCAS myrAkt1,RCAS Cre,,Yes (1),,,"T1, B, L",No,"T1, B, L",,,,No,55,,,,,,,,44183,44183,44130,
DK,2020-12-16,25133,M,All Alleles,All Alleles,2020-10-24,2020-12-16,T1 -- R-neck; T2 -- R-shoulder/upper-back; Reason for sac: tumor size and lethargic; Skull intact; All organs appeared normal; T1: Sample taken for flow cytometry; T1: Cell line attempted; T1: Cryogenic (2 samples); T2: Cryogenic (2 samples),FAKi (PF-573228),,,2020-10-26,RCAS myrAkt1,RCAS Cre,,Yes (2),,,"T1, T2, B, L",No,"T1, T2, B, L",,,,No,53,,,,,,,,44181,44181,44130,
DK,2020-12-14,25131,M,All Alleles,All Alleles,2020-10-24,2020-12-14,T1 -- Neck; Reason for sac: tumor size; Normal behavior; Skull intact; All organs appeared normal; T1: Sample taken for flow cytometry; T1: Cell line attempted; T1: Cryogenic (2 samples),FAKi (PF-573228),,,2020-10-26,RCAS myrAkt1,RCAS Cre,,Yes (1),,,"T1, B, L",No,"T1, B, L",,,,No,51,,,,,,,,44179,44179,44130,
DK,2020-12-04,24925,M,All Alleles,All Alleles,2020-10-01,2020-12-04,"T1 -- Neck; T2 -- R shoulder; Normal behavior; Reason for sac: turmor size; Skull intact; All organs appeared normal; T1: Cryogenic (1 tube, 2 samples); T1: Sample for flow cytometry; Blood taken",BRAFi (Encorafenib) + MEKi (Binimetinib) + FAKi (PF-573228),,,2020-10-02,RCAS myrAkt1,RCAS Cre,,Yes (2),,,"T1, T2, B, L",No,"T1, T2, B, L",,,,No,64,,,,,,,,44169,44169,44106,
DK,2020-12-04,24926,M,All Alleles,All Alleles,2020-10-01,2020-12-04,"T1 -- Neck; T2 -- R shoulder; Normal behavior; Reason for sac: turmor size; Skull intact; All organs appeared normal; T1: Cryogenic (1 tube, 2 samples); T1: Sample for flow cytometry",BRAFi (Encorafenib) + MEKi (Binimetinib) + FAKi (PF-573228),,,2020-10-02,RCAS myrAkt1,RCAS Cre,,Yes (2),,,"T1, T2, B, L",No,"T1, T2, B, L",,,,No,64,,,,,,,,44169,44169,44106,
DK,2020-11-30,24855,M,All Alleles,All Alleles,2020-09-25,2020-11-30,"T1 -- R-shoulder; Reason for sac: tumor size; normal behavior; Skull intact; All organs appeared normal, except lungs; T1:  Cryogenic (1 tube, 2 sample); T1:  Portion kept for future flow cytometry -- blue dot on cap (-20); Blood taken",BRAFi (Encorafenib) + MEKi (Binimetinib) + FAKi (PF-573228),,,2020-09-27,RCAS myrAkt1,RCAS Cre,,Yes (1),,,"T1, B, L",No,"T1, B, L",,,,No,66,,,,,,,,44165,44165,44101,
DK,2020-11-30,24858,M,All Alleles,All Alleles,2020-09-25,2020-11-30,"T1 -- R-shoulder; Reason for sac: tumor size; normal behavior; Skull intact; All organs appeared normal, except lungs; T1:  Cryogenic (1 tube, 2 sample); T1:  Portion kept for future flow cytometry -- blue dot on cap (-20)",BRAFi (Encorafenib) + MEKi (Binimetinib) + FAKi (PF-573228),,,2020-09-27,RCAS myrAkt1,RCAS Cre,,Yes (1),,,"T1, B, L",No,"T1, B, L",,,,Yes,66,,,,,,,,44165,44165,44101,
DK,2020-11-30,24972,M,All Alleles; PGC1a,All Alleles,2020-10-06,2020-11-30,"T1 -- R-shoulder; Reason for sac: tumor size; Normal behavior; Skull intact; All organs appeared normal; T1:  Cryogenic (1 tube, 2 samples)",,,,2020-10-09,RCAS myrAkt1,RCAS Cre,,Yes (1),,,"T1, B, L",No,"T1, B, L",,,,No,55,,,,,,,,44165,44165,44113,
DK,2020-11-30,24973,M,All Alleles; PGC1a,All Alleles,2020-10-06,2020-11-30,"T1 -- R-shoulder; Reason for sac: tumor size; Normal behavior; Skull intact; All organs appeared normal; T1:  Cryogenic (1 tube, 2 samples)",,,,2020-10-09,RCAS myrAkt1,RCAS Cre,,Yes (1),,,"T1, B, L",No,"T1, B, L",,,,No,55,,,,,,,,44165,44165,44113,
DK,2020-11-25,24921,F,All Alleles,All Alleles,2020-10-01,2020-11-25,"T1 -- R-shoulder; Reason for sac: ill; Skull intact; All organs appeared normal; T1:  Cryogenic (1 tube, 1 sample); T1:  Portion kept for future flow cytometry -- blue dot on cap (-20)",BRAFi (Encorafenib) + MEKi (Binimetinib) + FAKi (PF-573228),,,2020-10-02,RCAS myrAkt1,RCAS Cre,,Yes (1),,,"T1, B, L",No,"T1, B, L",,,,No,55,,,,,,,,44160,44160,44106,
DK,2020-11-23,24857,M,All Alleles,All Alleles,2020-09-25,2020-11-23,"T1 -- R-shoulder; Reason for sac: tumor size; Normal behavior; Skull intact; All organs appeared normal; T1:  Cryogenic (1 tube, 2 samples); T1:  Portion kept for future flow cytometry -- blue dot on cap (-20); T1:  Cell line attampted; Blood taken",BRAFi (Encorafenib) + MEKi (Binimetinib) + FAKi (PF-573228),,,2020-09-27,RCAS myrAkt1,RCAS Cre,,Yes (1) -- had previously been 2 but fused into 1,,,"T1, B, L",No,"T1, B, L",,,,No,59,,,,,,,,44158,44158,44101,
CS,2020-11-19,24783,F,All Alleles,All Alleles,2020-09-18,2020-11-19,"T1 -- R neck; Reason for sac: illness; Not moving, eyes squinted, quick/shallow breaths; Skull intact; All organs appeared normal",,,,2020-09-21,RCAS myrAkt1,RCAS Cre,,Yes (1),,,"T1, B, L",No,"T1, B, L",,,,No,62,,,,,,,,44154,44154,44095,
CS,2020-11-19,24787,M,All Alleles,All Alleles,2020-09-18,2020-11-19,"T1 -- R neck; Reason for sac: illness; Not moving, eyes squinted, quick/shallow breaths; Skull intact; All organs appeared normal",,,,2020-09-21,RCAS myrAkt1,RCAS Cre,,Yes (1),,,"T1, B, L",No,"T1, B, L",,,,No,62,,,,,,,,44154,44154,44095,
DK,2020-11-16,24852,M,All Alleles,All Alleles,2020-09-25,2020-11-16,"T1 -- R neck; Reason for sac: illness; Not moving, eyes squinted, quick/shallow breaths; Skull intact; All organs appeared normal, except lungs; T1: Cryogenic (1 tube, tiny sample); Blood taken",BRAFi (Encorafenib) + MEKi (Binimetinib) + FAKi (PF-573228),,,2020-09-27,RCAS myrAkt1,RCAS Cre,,Yes (1),,,"T1, B, L",No,"T1, B, L",,,,Yes -- many,52,,,,,,,,44151,44151,44101,
DK,2020-11-04,24669,F,All Alleles,All Alleles,2020-09-04,2020-11-04,"T1 -- R shoulder; Reason for sac: Tumor size; Normal behavior; Skull intact; All organs appeared normal; T1: Cryogenic (1 tube, 2 samples); T1: Cell line attempted; Blood taken",BRAFi (Encorafenib) + MEKi (Binimetinib) + FAKi (PF-573228),,,2020-08-15,RCAS myrAkt1,RCAS Cre,,Yes (1),,,"T1, B, L",No,"T1, B, L",,,,No,61,,,,,,,,44139,44139,44058,
DK,2020-11-02,24476,F,All Alleles,All Alleles,2020-08-12,2020-11-02,"T1 -- R shoulder; Reason for sac: Tumor size; Normal behavior; Skull intact; All organs appeared normal; T1: Cryogenic (1 tube, 2 samples); T1: Cell line attempted; Blood taken",BRAFi (Encorafenib) + MEKi (Binimetinib) + FAKi (PF-573228),,,2020-08-15,RCAS myrAkt1,RCAS Cre,,Yes (1),,,"T1, B, L",No,"T1, B, L",,,,No,82,,,,,,,,44137,44137,44058,
DK,2020-11-02,24477,F,All Alleles,All Alleles,2020-08-12,2020-10-19,"T1 -- R shoulder; Reason for sac: Tumor size; Normal behavior; Skull intact; All organs appeared normal; T1: Cryogenic (1 tube, 2 samples); T1: Cell line attempted; Blood taken",BRAFi (Encorafenib) + MEKi (Binimetinib) + FAKi (PF-573228),,,2020-08-15,RCAS myrAkt1,RCAS Cre,,Yes (1),,,"T1, B, L",No,"T1, B, L",,,,No,68,,,,,,,,44137,44123,44058,
ZL,2020-10-30,23966-03,F,N-TVA:Ptenf/f;ATRX +/+;H11-Cas9f/f;Ink4a/Arff/f,N-TVA:Ptenf/f;ATRX +/+;H11-Cas9f/f;Ink4a/Arff/f,2020-06-15,2020-10-02,Mouse was very sickly barely moving,,,,2020-06-18,RCAS Cre-U6sgRNA-ex2-NF1,,,"Large tumor growing underneath brain, and small growth under skin on shoulder.",2020-09-15,No,"Brain, tumor underneath brain as well as shoulder tumor. Brain tumor and shoulder tumor used to create cell lines. Frozen sample of nerve tumor as well",,Yes,,1,Yes,,109,,,,,Yes,intracranial,92,44134,44106,44000,44089
DK,2020-10-28,24606,F,All Alleles; PGC1a,All Alleles; PGC1a,2020-08-29,2020-10-28,"T1 -- R shoulder; Reason for sac: Tumor size; Normal behavior; Skull intact; All organs appeared normal; T1: Cryogenic (1 tube, 2 samples)",,,,2020-08-31,RCAS myrAkt1,RCAS Cre,,Yes (1),,,"T1, B, L",No,"T1, B, L",,,,No,60,,,,,,,,44132,44132,44074,
DK,2020-10-28,24607,M,All Alleles; PGC1a,All Alleles; PGC1a,2020-08-29,2020-10-28,"T1 -- R shoulder; Reason for sac: Tumor size; Normal behavior; Skull intact; All organs appeared normal; T1: Cryogenic (1 tube, 2 samples)",,,,2020-08-31,RCAS myrAkt1,RCAS Cre,,Yes (1),,,"T1, B, L",No,"T1, B, L",,,,No,60,,,,,,,,44132,44132,44074,
DK,2020-10-28,24609,M,All Alleles; PGC1a,All Alleles; PGC1a,2020-08-29,2020-10-28,"T1 -- R shoulder; Reason for sac: Tumor size; Normal behavior; Skull intact; All organs appeared normal; T1: Cryogenic (1 tube, 2 samples)",,,,2020-08-31,RCAS myrAkt1,RCAS Cre,,Yes (1),,,"T1, B, L",No,"T1, B, L",,,,No,60,,,,,,,,44132,44132,44074,
CS,2020-10-23,24604,F,All Alleles; PGC1a,All Alleles; PGC1a,2020-08-29,2020-10-23,"T1 -- R shoulder; Reason for sac: Tumor size; Normal behavior; Skull intact; All organs appeared normal; T1: Cryogenic (1 tube, 2 samples)",,,,2020-08-31,RCAS myrAkt1,RCAS Cre,,Yes (1),,,"T1, B, L",No,"T1, B, L",,,,No,55,,,,,,,,44127,44127,44074,
CS,2020-10-19,24605,M,All Alleles; PGC1a,All Alleles; PGC1a,2020-08-29,2020-10-19,"T1 -- Nape of neck; Reason for sac: Tumor size; Normal behavior; Skull intact; All organs appeared normal; T1: Cryogenic (1 tube, 2 samples)",,,,2020-08-31,RCAS myrAkt1,RCAS Cre,,Yes (1),,,"T1, B, L",No,"T1, B, L",,,,No,51,,,,,,,,44123,44123,44074,
DK,2020-10-16,24475,F,All Alleles,All Alleles,2020-08-20,2020-10-16,"T1 -- Nape of neck; T2 -- R-shoulder; Reason for sac: Tumor size; Normal behavior; Skull intact; All organs appeared normal; T1: Cryogenic (1 tube, 2 samples); T1: Cell line attempted; T2: Cryogenic (1 tube, 2 samples); Blood taken",BRAFi (Encorafenib) + MEKi (Binimetinib) + FAKi (PF-573228),,,2020-08-15,RCAS myrAkt1,RCAS Cre,,Yes (2),,,"T1, T2, B, L",No,"T1, T2, B, L",,,,No,57,,,,,,,,44120,44120,44058,
DK,2020-10-16,24478,M,All Alleles,All Alleles,2020-08-12,2020-10-23,"T1 -- R shoulder; Reason for sac: Tumor size; Normal behavior; Skull intact; All organs appeared normal; T1: Cryogenic (1 tube, 2 samples); T1: Cell line attempted; Blood taken",BRAFi (Encorafenib) + MEKi (Binimetinib) + FAKi (PF-573228),,,2020-08-15,RCAS myrAkt1,RCAS Cre,,Yes (1),,,"T1, B, L",No,"T1, B, L",,,,No,72,,,,,,,,44120,44127,44058,
